You are a quality evaluator for Nablarch knowledge files used by AI agents in mission-critical enterprise system development.

## Context

Nabledge provides AI agents with Nablarch framework knowledge. The knowledge files are the ONLY information source for the agent.

## Task

Evaluate the following residual findings and determine their user impact.

## File: `libraries-07_TagReference--s1`

### Residual Findings

```json
[
  {
    "category": "hints_missing",
    "severity": "minor",
    "location": "index[s2].hints",
    "description": "Two RST ref targets in s2 are listed without the 'WebView_' prefix — 'ConfirmationPageTag' and 'IgnoreConfirmationTag' — while every other equivalent hint in the same section uses the full 'WebView_Xxx' form (e.g. 'WebView_ForInputPageTag', 'WebView_RadioButtonsTag'). A query using the canonical name 'WebView_ConfirmationPageTag' or 'WebView_IgnoreConfirmationTag' would not match these hints.",
    "source_evidence": "Source RST ref targets: :ref:`WebView_ConfirmationPageTag` and :ref:`WebView_IgnoreConfirmationTag`. All other tags in the same section are represented in hints as 'WebView_RadioButtonsTag', 'WebView_CheckboxesTag', etc."
  }
]
```

### Source (RST)

```
.. _WebView_TagReference:

================================================
タグリファレンス
================================================

---------------------------
カスタムタグ一覧
---------------------------

========================================== ==========================================================================================
タグ                                       | 機能
.. _WebView_ConfirmationPageTag:

confirmationPageタグ
-------------------------

====================================== ==========================================================================================
属性                                   | 説明
====================================== ==========================================================================================
path                                   | フォワード先(入力画面)のパス。
====================================== ==========================================================================================

.. _WebView_IgnoreConfirmationTag:

ignoreConfirmationタグ
-------------------------
| 属性なし。

.. _WebView_ForInputPageTag:

forInputPageタグ
-------------------------
| 属性なし。

.. _WebView_ForConfirmationPageTag:

forConfirmationPageタグ
-------------------------
| 属性なし。



```

### Knowledge File (JSON)

```
{
  "id": "libraries-07_TagReference--s1",
  "title": "タグリファレンス",
  "no_knowledge_content": false,
  "official_doc_urls": [],
  "index": [
    {
      "id": "s1",
      "title": "タグリファレンス",
      "hints": [
        "タグリファレンス",
        "WebViewカスタムタグ",
        "JSPカスタムタグ",
        "WebView"
      ]
    },
    {
      "id": "s2",
      "title": "カスタムタグ一覧",
      "hints": [
        "formタグ",
        "textタグ",
        "textareaタグ",
        "passwordタグ",
        "radioButtonタグ",
        "checkboxタグ",
        "submitタグ",
        "buttonタグ",
        "selectタグ",
        "hiddenタグ",
        "fileタグ",
        "カスタムタグ一覧",
        "サブミット制御",
        "二重サブミット防止",
        "コード値",
        "エラーメッセージ",
        "確認画面",
        "ポップアップ",
        "ダウンロード",
        "ConfirmationPageTag",
        "IgnoreConfirmationTag",
        "WebView_RadioButtonsTag",
        "WebView_CheckboxesTag",
        "WebView_SubmitTag",
        "WebView_ButtonTag",
        "WebView_SubmitLinkTag",
        "WebView_PopupSubmitTag",
        "WebView_PopupButtonTag",
        "WebView_PopupLinkTag",
        "WebView_DownloadSubmitTag",
        "WebView_DownloadButtonTag",
        "WebView_DownloadLinkTag",
        "WebView_ParamTag",
        "WebView_ChangeParamNameTag",
        "WebView_ATag",
        "WebView_ImgTag",
        "WebView_LinkTag",
        "WebView_ScriptTag",
        "WebView_ErrorsTag",
        "WebView_ErrorTag",
        "WebView_NoCacheTag",
        "WebView_CodeSelectTag",
        "WebView_CodeRadioButtonsTag",
        "WebView_CodeCheckboxesTag",
        "WebView_CodeCheckboxTag",
        "WebView_CodeTag",
        "WebView_MessageTag",
        "WebView_WriteTag",
        "WebView_PrettyPrintTag",
        "WebView_RawWriteTag",
        "WebView_SetTag",
        "WebView_IncludeTag",
        "WebView_IncludeParamTag",
        "WebView_ForInputPageTag",
        "WebView_ForConfirmationPageTag",
        "WebView_CompositeKeyRadioButtonTag",
        "WebView_CompositeKeyCheckboxTag",
        "WebView_FileTag",
        "WebView_HiddenTag",
        "WebView_PlainHiddenTag",
        "WebView_SelectTag"
      ]
    },
    {
      "id": "s3",
      "title": "全てのHTMLタグ（共通属性）",
      "hints": [
        "id",
        "cssClass",
        "style",
        "title",
        "lang",
        "xmlLang",
        "dir",
        "onclick",
        "ondblclick",
        "onmousedown",
        "onmouseup",
        "onmouseover",
        "onmousemove",
        "onmouseout",
        "onkeypress",
        "onkeydown",
        "onkeyup",
        "共通属性",
        "HTMLタグ属性",
        "WebView_GenericAttributesTag"
      ]
    },
    {
      "id": "s4",
      "title": "フォーカスを取得可能なHTMLタグ（共通属性）",
      "hints": [
        "accesskey",
        "tabindex",
        "onfocus",
        "onblur",
        "フォーカス属性",
        "WebView_FocusAttributesTag"
      ]
    },
    {
      "id": "s5",
      "title": "formタグ",
      "hints": [
        "formタグ",
        "useToken",
        "windowScopePrefixes",
        "secure",
        "method",
        "autocomplete",
        "二重サブミット防止",
        "トークン",
        "ウィンドウスコープ",
        "confirmationPageタグ",
        "WebView_FormTag"
      ]
    },
    {
      "id": "s6",
      "title": "textタグ",
      "hints": [
        "textタグ",
        "valueFormat",
        "yyyymmdd",
        "yyyymm",
        "decimal",
        "errorCss",
        "nameAlias",
        "nablarch_error",
        "日付フォーマット",
        "数値フォーマット",
        "ExtendedValidation_yyyymmddConvertor",
        "ExtendedValidation_yyyymmConvertor",
        "BigDecimalConvertor",
        "IntegerConvertor",
        "LongConvertor",
        "WebView_TextTag",
        "WebView_CustomTagConfig"
      ]
    },
    {
      "id": "s7",
      "title": "textareaタグ",
      "hints": [
        "textareaタグ",
        "rows",
        "cols",
        "errorCss",
        "nameAlias",
        "placeholder",
        "maxlength",
        "WebView_TextareaTag"
      ]
    },
    {
      "id": "s8",
      "title": "passwordタグ",
      "hints": [
        "passwordタグ",
        "restoreValue",
        "replacement",
        "errorCss",
        "nameAlias",
        "確認画面",
        "置換文字",
        "WebView_PasswordTag"
      ]
    },
    {
      "id": "s9",
      "title": "radioButtonタグ",
      "hints": [
        "radioButtonタグ",
        "radioButtonsタグ",
        "label",
        "errorCss",
        "nameAlias",
        "ラジオボタン",
        "WebView_RadioButtonTag"
      ]
    },
    {
      "id": "s10",
      "title": "checkboxタグ",
      "hints": [
        "checkboxタグ",
        "checkboxesタグ",
        "useOffValue",
        "offValue",
        "offLabel",
        "errorCss",
        "nameAlias",
        "チェックボックス",
        "WebView_CheckboxTag"
      ]
    }
  ],
  "sections": {
    "s1": "WebViewカスタムタグのタグリファレンス。各カスタムタグの属性定義（共通属性・個別属性）を記載する。",
    "s2": "## カスタムタグ一覧\n\n| タグ | 機能 |\n|---|---|\n| :ref:`WebView_FormTag` | HTMLのformタグ出力。サブミット制御(ボタンとアクションの紐付け、二重サブミット防止)。不正画面遷移チェック |\n| :ref:`WebView_TextTag` | HTMLのinputタグ(type=text)出力。入力データ復元。HTMLエスケープ |\n| :ref:`WebView_TextareaTag` | HTMLのtextareaタグ出力。入力データ復元。HTMLエスケープ |\n| :ref:`WebView_PasswordTag` | HTMLのinputタグ(type=password)出力。入力データ復元。HTMLエスケープ |\n| :ref:`WebView_RadioButtonTag` | HTMLのinputタグ(type=radio)出力。入力データ復元。HTMLエスケープ。radioButtonsタグで表示できないレイアウト時に使用 |\n| :ref:`WebView_CheckboxTag` | HTMLのinputタグ(type=checkbox)出力。入力データ復元。HTMLエスケープ。checkboxesタグで表示できないレイアウト時に使用 |\n| :ref:`WebView_CompositeKeyRadioButtonTag` | 複数のHTMLのinputタグ(type=radio)出力。入力データ復元。HTMLエスケープ。radioButtonタグで実現できない複合キーを使用する際に使用 |\n| :ref:`WebView_CompositeKeyCheckboxTag` | 複数のHTMLのinputタグ(type=checkbox)出力。入力データ復元。HTMLエスケープ。checkboxesタグで実現できない複合キーを使用する際に使用 |\n| :ref:`WebView_FileTag` | HTMLのinputタグ(type=file)出力。HTMLエスケープ |\n| :ref:`WebView_HiddenTag` | HTMLタグの出力を行わず、ウィンドウスコープに値を出力する |\n| :ref:`WebView_PlainHiddenTag` | HTMLのinputタグ(type=hidden)出力。入力データ復元。HTMLエスケープ |\n| :ref:`WebView_SelectTag` | HTMLのselectタグとoptionタグ出力。入力データ復元。HTMLエスケープ |\n| :ref:`WebView_RadioButtonsTag` | 複数のHTMLのinputタグ(type=radio)出力。入力データ復元。HTMLエスケープ |\n| :ref:`WebView_CheckboxesTag` | 複数のHTMLのinputタグ(type=checkbox)出力。入力データ復元。HTMLエスケープ |\n| :ref:`WebView_SubmitTag` | HTMLのinputタグ(type=submit,image,button)出力。サブミット制御(ボタンとアクションの紐付け、二重サブミット防止) |\n| :ref:`WebView_ButtonTag` | HTMLのbuttonタグ出力。サブミット制御(ボタンとアクションの紐付け、二重サブミット防止) |\n| :ref:`WebView_SubmitLinkTag` | HTMLのaタグ出力。サブミット制御(リンクとアクションの紐付け、二重サブミット防止) |\n| :ref:`WebView_PopupSubmitTag` | HTMLのinputタグ(type=submit,image,button)出力。新しいウィンドウをオープンしサブミット。複数ウィンドウ立ち上げ用 |\n| :ref:`WebView_PopupButtonTag` | HTMLのbuttonタグ出力。新しいウィンドウをオープンしサブミット。複数ウィンドウ立ち上げ用 |\n| :ref:`WebView_PopupLinkTag` | HTMLのaタグ出力。新しいウィンドウをオープンしサブミット。複数ウィンドウ立ち上げ用 |\n| :ref:`WebView_DownloadSubmitTag` | HTMLのinputタグ(type=submit,image,button)出力。ダウンロード用サブミット |\n| :ref:`WebView_DownloadButtonTag` | HTMLのbuttonタグ出力。ダウンロード用サブミット |\n| :ref:`WebView_DownloadLinkTag` | HTMLのaタグ出力。ダウンロード用サブミット |\n| :ref:`WebView_ParamTag` | サブミット時に追加するパラメータを指定する |\n| :ref:`WebView_ChangeParamNameTag` | ポップアップ用のサブミット時にパラメータ名を変更する |\n| :ref:`WebView_ATag` | HTMLのaタグ出力。コンテキストパスの付加とURLリライト |\n| :ref:`WebView_ImgTag` | HTMLのimgタグ出力。コンテキストパスの付加とURLリライト |\n| :ref:`WebView_LinkTag` | HTMLのlinkタグ出力。コンテキストパスの付加とURLリライト |\n| :ref:`WebView_ScriptTag` | HTMLのscriptタグ出力。コンテキストパスの付加とURLリライト |\n| :ref:`WebView_ErrorsTag` | エラーメッセージの複数件表示。画面上部に一覧でエラーメッセージを表示する場合に使用 |\n| :ref:`WebView_ErrorTag` | エラーメッセージの表示。エラーの原因となった入力項目の近くにエラーメッセージを個別に表示する場合に使用 |\n| :ref:`WebView_NoCacheTag` | ブラウザのキャッシュを防止するmetaタグの出力及びレスポンスヘッダの設定 |\n| :ref:`WebView_CodeSelectTag` | コード値の選択表示。selectタグを使用する |\n| :ref:`WebView_CodeRadioButtonsTag` | コード値の選択表示。inputタグ(type=radio)を使用する |\n| :ref:`WebView_CodeCheckboxesTag` | コード値の選択表示。inputタグ(type=checkbox)を使用する |\n| :ref:`WebView_CodeCheckboxTag` | コード値の単一入力項目表示。inputタグ(type=checkbox)を使用する |\n| :ref:`WebView_CodeTag` | 一覧表示や参照画面などで、コード値を出力する |\n| :ref:`WebView_MessageTag` | 言語に応じたメッセージを出力する |\n| :ref:`WebView_WriteTag` | 一覧表示や参照画面などで、オブジェクトから値を出力する |\n| :ref:`WebView_PrettyPrintTag` | 修飾系のHTML(`<b>`タグなど)をエスケープせずにオブジェクトの値を出力する |\n| :ref:`WebView_RawWriteTag` | HTMLエスケープをせずにオブジェクトの値を直接出力する |\n| :ref:`WebView_SetTag` | リクエストスコープの変数に値を設定する |\n| :ref:`WebView_IncludeTag` | インクルード先のパスを言語対応のパスに変換してからインクルードを行う |\n| :ref:`WebView_IncludeParamTag` | インクルード時に追加するパラメータを指定する |\n| :ref:`WebView_ConfirmationPageTag` | JSPが確認画面であることを示す。このタグに入力画面へのパスを指定することで、入力画面と確認画面を共通化する |\n| :ref:`WebView_IgnoreConfirmationTag` | JSPの画面状態が確認画面である場合に、部分的に確認画面の画面状態を無効化する。このタグで囲まれた範囲の入力項目のカスタムタグは常に入力画面用の出力を行う |\n| :ref:`WebView_ForInputPageTag` | 入力画面と確認画面を共通化したJSPにおいて、入力画面のみボディを評価する |\n| :ref:`WebView_ForConfirmationPageTag` | 入力画面と確認画面を共通化したJSPにおいて、確認画面のみボディを評価する |",
    "s3": "## 共通属性: 全てのHTMLタグ\n\n全カスタムタグで参照可能な共通属性（:ref:`WebView_GenericAttributesTag`）。\n\n| 属性 | 説明 |\n|---|---|\n| id | XHTMLのid属性 |\n| cssClass | XHTMLのclass属性 |\n| style | XHTMLのstyle属性 |\n| title | XHTMLのtitle属性 |\n| lang | XHTMLのlang属性 |\n| xmlLang | XHTMLのxml:lang属性 |\n| dir | XHTMLのdir属性 |\n| onclick | XHTMLのonclick属性 |\n| ondblclick | XHTMLのondblclick属性 |\n| onmousedown | XHTMLのonmousedown属性 |\n| onmouseup | XHTMLのonmouseup属性 |\n| onmouseover | XHTMLのonmouseover属性 |\n| onmousemove | XHTMLのonmousemove属性 |\n| onmouseout | XHTMLのonmouseout属性 |\n| onkeypress | XHTMLのonkeypress属性 |\n| onkeydown | XHTMLのonkeydown属性 |\n| onkeyup | XHTMLのonkeyup属性 |",
    "s4": "## 共通属性: フォーカスを取得可能なHTMLタグ\n\nフォーカスを取得可能なHTMLタグで参照可能な共通属性（:ref:`WebView_FocusAttributesTag`）。\n\n| 属性 | 説明 |\n|---|---|\n| accesskey | XHTMLのaccesskey属性 |\n| tabindex | XHTMLのtabindex属性 |\n| onfocus | XHTMLのonfocus属性 |\n| onblur | XHTMLのonblur属性 |",
    "s5": "## formタグ\n\n:ref:`WebView_FormTag`\n\n**共通属性**: :ref:`WebView_GenericAttributesTag`\n\n| 属性 | 必須 | デフォルト | 説明 |\n|---|---|---|---|\n| name | | | XHTMLのname属性 |\n| action | | | XHTMLのaction属性 |\n| method | | post | XHTMLのmethod属性 |\n| enctype | | | XHTMLのenctype属性 |\n| onsubmit | | | XHTMLのonsubmit属性 |\n| onreset | | | XHTMLのonreset属性 |\n| accept | | | XHTMLのaccept属性 |\n| acceptCharset | | | XHTMLのaccept-charset属性 |\n| target | | | XHTMLのtarget属性 |\n| autocomplete | | | HTML5のautocomplete属性 |\n| windowScopePrefixes | | | ウィンドウスコープ変数のプレフィックス（カンマ区切りで複数指定可）。指定されたプレフィックスにマッチするリクエストパラメータをhiddenタグとして出力する |\n| useToken | | false | トークンを設定するか否か（true=設定する、false=設定しない）。confirmationPageタグが指定された場合はデフォルトがtrueとなる |\n| secure | | | URIをhttpsにするか否か（true=https、false=しない） |",
    "s6": "## textタグ\n\n:ref:`WebView_TextTag`\n\n**共通属性**: :ref:`WebView_GenericAttributesTag`, :ref:`WebView_FocusAttributesTag`\n\n| 属性 | 必須 | デフォルト | 説明 |\n|---|---|---|---|\n| name | ○ | | XHTMLのname属性 |\n| disabled | | | XHTMLのdisabled属性 |\n| readonly | | | XHTMLのreadonly属性 |\n| size | | | XHTMLのsize属性 |\n| maxlength | | | XHTMLのmaxlength属性 |\n| onselect | | | XHTMLのonselect属性 |\n| onchange | | | XHTMLのonchange属性 |\n| autocomplete | | | HTML5のautocomplete属性 |\n| autofocus | | | HTML5のautofocus属性 |\n| placeholder | | | HTML5のplaceholder属性 |\n| errorCss | | nablarch_error | エラーレベルのメッセージに使用するCSSクラス名 |\n| nameAlias | | | name属性のエイリアス（カンマ区切りで複数指定可） |\n| valueFormat | | | 出力時のフォーマット。`データタイプ{パターン}` 形式で指定 |\n\n**valueFormat に指定可能なデータタイプ:**\n\n- `yyyymmdd`: 年月日フォーマット。値はyyyyMMdd形式またはパターン形式の文字列。パターンはjava.text.SimpleDateFormatの構文（**y/M/dのみ指定可**）。:ref:`WebView_CustomTagConfig` でデフォルトパターンを設定可能。例: `valueFormat=\"yyyymmdd\"`, `valueFormat=\"yyyymmdd{yyyy/MM/dd}\"`\n  > **注意**: valueFormat属性を指定した場合、入力画面にもフォーマットした値が出力される。アクションで年月日を取得する場合は :ref:`ExtendedValidation_yyyymmddConvertor` を使用すること。textタグとコンバータが連携し、valueFormat属性に指定されたパターンを使用した値変換と入力精査を行う。\n- `yyyymm`: 年月フォーマット。値はyyyyMM形式またはパターン形式の文字列。使用方法はyyyymmddと同様。コンバータには :ref:`ExtendedValidation_yyyymmConvertor` を使用すること。\n- `decimal`: 10進数フォーマット。値はjava.lang.Number型または数字の文字列。**文字列の場合、言語に対応する1000の区切り文字を取り除いた後でフォーマットされる。** ThreadContextに設定された言語に応じた形式で出力。パターンはjava.text.DecimalFormatの構文。区切り文字`|`でパターンに直接言語指定可能（例: `###,###,###.000|ja`）。:ref:`WebView_CustomTagConfig` で区切り文字変更可能。例: `valueFormat=\"decimal{###,###,###.000}\"`, `valueFormat=\"decimal{###,###,###.000|ja}\"`\n  > **注意**: valueFormat属性を指定した場合、入力画面にもフォーマットした値が出力される。アクションで数値を取得する場合は :ref:`数値コンバータ(BigDecimalConvertor、IntegerConvertor、LongConvertor)<validator_and_convertor>` を使用すること。textタグと数値コンバータが連携し、valueFormat属性に指定された言語に対応する値変換と入力精査を行う。",
    "s7": "## textareaタグ\n\n:ref:`WebView_TextareaTag`\n\n**共通属性**: :ref:`WebView_GenericAttributesTag`, :ref:`WebView_FocusAttributesTag`\n\n| 属性 | 必須 | デフォルト | 説明 |\n|---|---|---|---|\n| name | ○ | | XHTMLのname属性 |\n| rows | ○ | | XHTMLのrows属性 |\n| cols | ○ | | XHTMLのcols属性 |\n| disabled | | | XHTMLのdisabled属性 |\n| readonly | | | XHTMLのreadonly属性 |\n| onselect | | | XHTMLのonselect属性 |\n| onchange | | | XHTMLのonchange属性 |\n| autofocus | | | HTML5のautofocus属性 |\n| placeholder | | | HTML5のplaceholder属性 |\n| maxlength | | | HTML5のmaxlength属性 |\n| errorCss | | nablarch_error | エラーレベルのメッセージに使用するCSSクラス名 |\n| nameAlias | | | name属性のエイリアス（カンマ区切りで複数指定可） |",
    "s8": "## passwordタグ\n\n:ref:`WebView_PasswordTag`\n\n**共通属性**: :ref:`WebView_GenericAttributesTag`, :ref:`WebView_FocusAttributesTag`\n\n| 属性 | 必須 | デフォルト | 説明 |\n|---|---|---|---|\n| name | ○ | | XHTMLのname属性 |\n| disabled | | | XHTMLのdisabled属性 |\n| readonly | | | XHTMLのreadonly属性 |\n| size | | | XHTMLのsize属性 |\n| maxlength | | | XHTMLのmaxlength属性 |\n| onselect | | | XHTMLのonselect属性 |\n| onchange | | | XHTMLのonchange属性 |\n| autocomplete | | | HTML5のautocomplete属性 |\n| autofocus | | | HTML5のautofocus属性 |\n| placeholder | | | HTML5のplaceholder属性 |\n| restoreValue | | false | 入力画面の再表示時に入力データを復元するか否か（true=復元する） |\n| replacement | | * | 確認画面用の出力時に使用する置換文字 |\n| errorCss | | nablarch_error | エラーレベルのメッセージに使用するCSSクラス名 |\n| nameAlias | | | name属性のエイリアス（カンマ区切りで複数指定可） |",
    "s9": "## radioButtonタグ\n\n:ref:`WebView_RadioButtonTag`\n\n**共通属性**: :ref:`WebView_GenericAttributesTag`, :ref:`WebView_FocusAttributesTag`\n\nradioButtonsタグで表示できないレイアウト時に使用する。\n\n| 属性 | 必須 | デフォルト | 説明 |\n|---|---|---|---|\n| name | ○ | | XHTMLのname属性 |\n| value | ○ | | XHTMLのvalue属性 |\n| label | ○ | | ラベル |\n| disabled | | | XHTMLのdisabled属性 |\n| onchange | | | XHTMLのonchange属性 |\n| autofocus | | | HTML5のautofocus属性 |\n| errorCss | | nablarch_error | エラーレベルのメッセージに使用するCSSクラス名 |\n| nameAlias | | | name属性のエイリアス（カンマ区切りで複数指定可） |",
    "s10": "## checkboxタグ\n\n:ref:`WebView_CheckboxTag`\n\n**共通属性**: :ref:`WebView_GenericAttributesTag`, :ref:`WebView_FocusAttributesTag`\n\ncheckboxesタグで表示できないレイアウト時に使用する。\n\n| 属性 | 必須 | デフォルト | 説明 |\n|---|---|---|---|\n| name | ○ | | XHTMLのname属性 |\n| value | | 1 | XHTMLのvalue属性。チェックありの場合に使用する値 |\n| autofocus | | | HTML5のautofocus属性 |\n| label | | | チェックありの場合に使用するラベル。入力画面ではこのラベルが表示される |\n| useOffValue | | true | チェックなしの値設定を使用するか否か |\n| offLabel | | | チェックなしの場合に使用するラベル |\n| offValue | | 0 | チェックなしの場合に使用する値 |\n| disabled | | | XHTMLのdisabled属性 |\n| onchange | | | XHTMLのonchange属性 |\n| errorCss | | nablarch_error | エラーレベルのメッセージに使用するCSSクラス名 |\n| nameAlias | | | name属性のエイリアス（カンマ区切りで複数指定可） |"
  }
}
```

### Improvement Loop Logs

--- Phase D logs ---
{
  "file_id": "libraries-07_TagReference--s1",
  "status": "has_issues",
  "findings": [
    {
      "category": "hints_missing",
      "severity": "minor",
      "location": "index[s2].hints",
      "description": "Two RST ref targets in s2 are listed without the 'WebView_' prefix — 'ConfirmationPageTag' and 'IgnoreConfirmationTag' — while every other equivalent hint in the same section uses the full 'WebView_Xxx' form (e.g. 'WebView_ForInputPageTag', 'WebView_RadioButtonsTag'). A query using the canonical name 'WebView_ConfirmationPageTag' or 'WebView_IgnoreConfirmationTag' would not match these hints.",
      "source_evidence": "Source RST ref targets: :ref:`WebView_ConfirmationPageTag` and :ref:`WebView_IgnoreConfirmationTag`. All other tags in the same section are represented in hints as 'WebView_RadioButtonsTag', 'WebView_CheckboxesTag', etc."
    }
  ]
}
--- Phase E logs ---
{
  "id": "libraries-07_TagReference--s1",
  "title": "タグリファレンス",
  "no_knowledge_content": false,
  "official_doc_urls": [],
  "index": [
    {
      "id": "s1",
      "title": "タグリファレンス",
      "hints": [
        "タグリファレンス",
        "WebViewカスタムタグ",
        "JSPカスタムタグ",
        "WebView"
      ]
    },
    {
      "id": "s2",
      "title": "カスタムタグ一覧",
      "hints": [
        "formタグ",
        "textタグ",
        "textareaタグ",
        "passwordタグ",
        "radioButtonタグ",
        "checkboxタグ",
        "submitタグ",
        "buttonタグ",
        "selectタグ",
        "hiddenタグ",
        "fileタグ",
        "カスタムタグ一覧",
        "サブミット制御",
        "二重サブミット防止",
        "コード値",
        "エラーメッセージ",
        "確認画面",
        "ポップアップ",
        "ダウンロード",
        "ConfirmationPageTag",
        "IgnoreConfirmationTag",
        "WebView_RadioButtonsTag",
        "WebView_CheckboxesTag",
        "WebView_SubmitTag",
        "WebView_ButtonTag",
        "WebView_SubmitLinkTag",
        "WebView_PopupSubmitTag",
        "WebView_PopupButtonTag",
        "WebView_PopupLinkTag",
        "WebView_DownloadSubmitTag",
        "WebView_DownloadButtonTag",
        "WebView_DownloadLinkTag",
        "WebView_ParamTag",
        "WebView_ChangeParamNameTag",
        "WebView_ATag",
        "WebView_ImgTag",
        "WebView_LinkTag",
        "WebView_ScriptTag",
        "WebView_ErrorsTag",
        "WebView_ErrorTag",
        "WebView_NoCacheTag",
        "WebView_CodeSelectTag",
        "WebView_CodeRadioButtonsTag",
        "WebView_CodeCheckboxesTag",
        "WebView_CodeCheckboxTag",
        "WebView_CodeTag",
        "WebView_MessageTag",
        "WebView_WriteTag",
        "WebView_PrettyPrintTag",
        "WebView_RawWriteTag",
        "WebView_SetTag",
        "WebView_IncludeTag",
        "WebView_IncludeParamTag",
        "WebView_ForInputPageTag",
        "WebView_ForConfirmationPageTag",
        "WebView_CompositeKeyRadioButtonTag",
        "WebView_CompositeKeyCheckboxTag",
        "WebView_FileTag",
        "WebView_HiddenTag",
        "WebView_PlainHiddenTag",
        "WebView_SelectTag"
      ]
    },
    {
      "id": "s3",
      "title": "全てのHTMLタグ（共通属性）",
      "hints": [
        "id",
        "cssClass",
        "style",
        "title",
        "lang",
        "xmlLang",
        "dir",
        "onclick",
        "ondblclick",
        "onmousedown",
        "onmouseup",
        "onmouseover",
        "onmousemove",
        "onmouseout",
        "onkeypress",
        "onkeydown",
        "onkeyup",
        "共通属性",
        "HTMLタグ属性",
        "WebView_GenericAttributesTag"
      ]
    },
    {
      "id": "s4",
      "title": "フォーカスを取得可能なHTMLタグ（共通属性）",
      "hints": [
        "accesskey",
        "tabindex",
        "onfocus",
        "onblur",
        "フォーカス属性",
        "WebView_FocusAttributesTag"
      ]
    },
    {
      "id": "s5",
      "title": "formタグ",
      "hints": [
        "formタグ",
        "useToken",
        "windowScopePrefixes",
        "secure",
        "method",
        "autocomplete",
        "二重サブミット防止",
        "トークン",
        "ウィンドウスコープ",
        "confirmationPageタグ",
        "WebView_FormTag"
      ]
    },
    {
      "id": "s6",
      "title": "textタグ",
      "hints": [
        "textタグ",
        "valueFormat",
        "yyyymmdd",
        "yyyymm",
        "decimal",
        "errorCss",
        "nameAlias",
        "nablarch_error",
        "日付フォーマット",
        "数値フォーマット",
        "ExtendedValidation_yyyymmddConvertor",
        "ExtendedValidation_yyyymmConvertor",
        "BigDecimalConvertor",
        "IntegerConvertor",
        "LongConvertor",
        "WebView_TextTag",
        "WebView_CustomTagConfig"
      ]
    },
    {
      "id": "s7",
      "title": "textareaタグ",
      "hints": [
        "textareaタグ",
        "rows",
        "cols",
        "errorCss",
        "nameAlias",
        "placeholder",
        "maxlength",
        "WebView_TextareaTag"
      ]
    },
    {
      "id": "s8",
      "title": "passwordタグ",
      "hints": [
        "passwordタグ",
        "restoreValue",
        "replacement",
        "errorCss",
        "nameAlias",
        "確認画面",
        "置換文字",
        "WebView_PasswordTag"
      ]
    },
    {
      "id": "s9",
      "title": "radioButtonタグ",
      "hints": [
        "radioButtonタグ",
        "radioButtonsタグ",
        "label",
        "errorCss",
        "nameAlias",
        "ラジオボタン",
        "WebView_RadioButtonTag"
      ]
    },
    {
      "id": "s10",
      "title": "checkboxタグ",
      "hints": [
        "checkboxタグ",
        "checkboxesタグ",
        "useOffValue",
        "offValue",
        "offLabel",
        "errorCss",
        "nameAlias",
        "チェックボックス",
        "WebView_CheckboxTag"
      ]
    }
  ],
  "sections": {
    "s1": "WebViewカスタムタグのタグリファレンス。各カスタムタグの属性定義（共通属性・個別属性）を記載する。",
    "s2": "## カスタムタグ一覧\n\n| タグ | 機能 |\n|---|---|\n| :ref:`WebView_FormTag` | HTMLのformタグ出力。サブミット制御(ボタンとアクションの紐付け、二重サブミット防止)。不正画面遷移チェック |\n| :ref:`WebView_TextTag` | HTM

## Evaluation Criteria

For each finding, assess:
1. **User Impact**: high / medium / low / none
2. **Why it persisted**: Using the logs, explain why D→E did not resolve this.

## Output

Respond with JSON matching the provided schema.
Set `needs_improvement` to `true` if ANY finding has `high` or `medium` impact.
